  cust  |  prod  | quant 
 Helen  | Jelly  |   733
 Chae   | Butter |   658
 Sam    | Apple  |  1000
 Wally  | Apple  |   526
 Helen  | Grapes |   299
 Helen  | Dates  |   981
 Claire | Butter |   746
 Dan    | Fish   |   230
 Wally  | Fish   |   383
 Mia    | Apple  |   781
 Sam    | Jelly  |   906
 Dan    | Butter |   447
 Chae   | Butter |   496
 Dan    | Jelly  |   473
 Emily  | Ice    |   323
 Chae   | Dates  |   694
 Boo    | Ice    |   409
 Chae   | Ice    |   956
 Mia    | Grapes |    28
 Boo    | Ham    |   359
 Emily  | Ice    |   819
 Boo    | Apple  |   776
 Chae   | Eggs   |   383
 Claire | Eggs   |   882
 Sam    | Butter |   501
 Helen  | Ice    |    57
 Emily  | Butter |   950
 Mia    | Butter |   179
 Helen  | Ice    |   355
 Sam    | Ice    |   532
 Chae   | Dates  |   381
 Claire | Fish   |   250
 Boo    | Ice    |   479
 Emily  | Ice    |    81
 Helen  | Ice    |   664
 Sam    | Eggs   |   259
 Helen  | Ice    |   840
 Sam    | Apple  |   607
 Sam    | Ham    |   241
 Wally  | Cherry |   762
 Mia    | Grapes |   477
 Boo    | Apple  |   415
 Emily  | Eggs   |   704
 Helen  | Fish   |   496
 Dan    | Cherry |   450
 Sam    | Eggs   |   853
 Chae   | Eggs   |   377
 Mia    | Ham    |   731
 Claire | Jelly  |    77
 Mia    | Eggs   |   751
 Helen  | Grapes |   258
 Boo    | Fish   |   212
 Boo    | Butter |   834
 Dan    | Ham    |   429
 Dan    | Cherry |    87
 Mia    | Ham    |   806
 Dan    | Dates  |   458
 Chae   | Eggs   |   725
 Emily  | Jelly  |   994
 Sam    | Apple  |    94
 Claire | Ham    |   669
 Claire | Ice    |   553
 Dan    | Butter |   106
 Dan    | Apple  |   983
 Boo    | Jelly  |     5
 Claire | Fish   |   698
 Claire | Eggs   |   120
 Dan    | Dates  |   183
 Dan    | Cherry |   872
 Wally  | Butter |   967
 Dan    | Ham    |   858
 Boo    | Jelly  |   325
 Sam    | Butter |   837
 Boo    | Ham    |   155
 Helen  | Grapes |   631
 Mia    | Grapes |   419
 Dan    | Dates  |   976
 Wally  | Grapes |   304
 Emily  | Cherry |   550
 Claire | Butter |   783
 Wally  | Eggs   |   631
 Claire | Ham    |   709
 Wally  | Eggs   |   579
 Mia    | Fish   |   194
 Wally  | Butter |   515
 Emily  | Jelly  |   638
 Dan    | Fish   |    12
 Sam    | Grapes |  1000
 Boo    | Dates  |    52
 Wally  | Fish   |   982
 Emily  | Grapes |    13
 Claire | Ham    |   811
 Claire | Fish   |    59
 Wally  | Grapes |   864
 Boo    | Eggs   |   292
 Mia    | Cherry |   945
 Boo    | Butter |    85
 Boo    | Apple  |   991
 Boo    | Eggs   |   545
 Wally  | Ice    |   290
 Chae   | Ice    |   199
 Helen  | Grapes |    34
 Helen  | Ice    |    80
 Chae   | Fish   |   167
 Claire | Dates  |   289
 Boo    | Eggs   |   203
 Claire | Cherry |   656
 Sam    | Butter |   593
 Helen  | Jelly  |   662
 Helen  | Ice    |   298
 Claire | Jelly  |   591
 Helen  | Ice    |   768
 Mia    | Jelly  |   379
 Dan    | Grapes |    19
 Boo    | Cherry |   390
 Sam    | Dates  |   997
 Boo    | Ham    |   907
 Sam    | Ice    |   581
 Dan    | Cherry |   626
 Chae   | Dates  |   799
 Helen  | Fish   |   208
 Sam    | Eggs   |   590
 Claire | Dates  |   642
 Helen  | Grapes |   279
 Emily  | Apple  |   230
 Emily  | Grapes |   842
 Dan    | Dates  |   287
 Sam    | Ham    |   517
 Chae   | Apple  |   189
 Sam    | Ham    |    58
 Wally  | Cherry |   616
 Chae   | Ham    |   456
 Sam    | Dates  |   312
 Helen  | Grapes |   606
 Helen  | Ice    |    65
 Claire | Fish   |   857
 Wally  | Butter |   577
 Sam    | Eggs   |   276
 Dan    | Ice    |   703
 Chae   | Butter |   520
 Emily  | Ice    |   247
 Wally  | Eggs   |   438
 Boo    | Ice    |   273
 Mia    | Apple  |   882
 Mia    | Grapes |   975
 Claire | Cherry |    38
 Sam    | Ham    |   473
 Mia    | Dates  |   923
 Sam    | Butter |    65
 Boo    | Grapes |   312
 Boo    | Grapes |   124
 Boo    | Jelly  |   428
 Sam    | Ham    |   663
 Helen  | Fish   |   847
 Sam    | Cherry |   439
 Helen  | Dates  |   485
 Chae   | Apple  |   634
 Boo    | Grapes |   446
 Helen  | Apple  |   667
 Sam    | Fish   |   286
 Wally  | Grapes |   389
 Helen  | Butter |   164
 Claire | Grapes |    45
 Claire | Dates  |   901
 Chae   | Cherry |   350
 Emily  | Dates  |   770
 Helen  | Apple  |   887
 Chae   | Ham    |   358
 Chae   | Cherry |   458
 Emily  | Jelly  |   140
 Chae   | Grapes |   992
 Sam    | Eggs   |   403
 Chae   | Ham    |   843
 Helen  | Grapes |   844
 Sam    | Grapes |   574
 Dan    | Cherry |   204
 Emily  | Eggs   |   315
 Claire | Grapes |   245
 Emily  | Eggs   |    77
 Mia    | Fish   |    31
 Boo    | Apple  |   490
 Claire | Ice    |   742
 Wally  | Eggs   |   214
 Mia    | Fish   |   123
 Dan    | Cherry |   623
 Wally  | Eggs   |   364
 Dan    | Ham    |   739
 Mia    | Apple  |   126
 Dan    | Ham    |   525
 Wally  | Apple  |   473
 Chae   | Eggs   |   195
 Sam    | Ham    |   513
 Wally  | Cherry |   869
 Chae   | Cherry |   684
 Sam    | Butter |    94
 Wally  | Butter |    88
 Emily  | Butter |   336
 Wally  | Fish   |   353
 Mia    | Ham    |   695
 Chae   | Dates  |   239
 Wally  | Cherry |   502
 Wally  | Jelly  |   687
 Dan    | Butter |   101
 Mia    | Grapes |   843
 Boo    | Butter |   587
 Claire | Eggs   |   416
 Boo    | Ice    |   934
 Helen  | Ham    |   273
 Boo    | Ham    |   280
 Dan    | Eggs   |   970
 Mia    | Eggs   |    83
 Boo    | Grapes |   581
 Mia    | Jelly  |   464
 Emily  | Eggs   |   166
 Sam    | Ham    |   760
 Mia    | Butter |   795
 Chae   | Ham    |   406
 Mia    | Jelly  |    91
 Helen  | Apple  |   368
 Dan    | Grapes |   466
 Dan    | Apple  |   909
 Wally  | Apple  |   780
 Boo    | Cherry |   264
 Chae   | Apple  |   274
 Emily  | Grapes |   877
 Mia    | Jelly  |   666
 Wally  | Apple  |    72
 Claire | Cherry |     5
 Claire | Grapes |   694
 Sam    | Dates  |   465
 Emily  | Ham    |   439
 Sam    | Cherry |   916
 Dan    | Ham    |   986
 Chae   | Butter |   932
 Claire | Dates  |   288
 Emily  | Ice    |   165
 Mia    | Cherry |   289
 Helen  | Dates  |   417
 Dan    | Grapes |    68
 Mia    | Apple  |   391
 Emily  | Eggs   |   319
 Emily  | Grapes |    57
 Claire | Grapes |   904
 Dan    | Dates  |   447
 Dan    | Grapes |   949
 Mia    | Ice    |   486
 Emily  | Jelly  |   221
 Chae   | Butter |   363
 Wally  | Dates  |   679
 Mia    | Eggs   |   306
 Sam    | Ham    |   514
 Dan    | Dates  |   600
 Boo    | Apple  |   797
 Boo    | Dates  |   914
 Sam    | Grapes |   514
 Wally  | Ice    |   148
 Boo    | Dates  |   267
 Emily  | Eggs   |   976
 Claire | Fish   |   338
 Claire | Jelly  |   929
 Claire | Eggs   |   939
 Wally  | Dates  |   751
 Wally  | Jelly  |   429
 Wally  | Ham    |   740
 Chae   | Eggs   |    27
 Emily  | Dates  |   287
 Wally  | Ice    |   276
 Mia    | Eggs   |   997
 Dan    | Apple  |   675
 Mia    | Dates  |   549
 Helen  | Ice    |   662
 Dan    | Apple  |   436
 Mia    | Cherry |    75
 Emily  | Eggs   |   531
 Helen  | Jelly  |   163
 Helen  | Ham    |   299
 Helen  | Fish   |     1
 Boo    | Fish   |   243
 Sam    | Eggs   |   504
 Emily  | Jelly  |   115
 Helen  | Jelly  |   693
 Sam    | Jelly  |   760
 Claire | Ham    |   213
 Mia    | Butter |   737
 Wally  | Apple  |   103
 Emily  | Dates  |   696
 Wally  | Apple  |   708
 Boo    | Cherry |   750
 Helen  | Ham    |   111
 Boo    | Grapes |   567
 Emily  | Ham    |   936
 Chae   | Jelly  |   380
 Wally  | Cherry |   126
 Wally  | Ice    |   553
 Mia    | Fish   |   470
 Helen  | Cherry |   988
 Emily  | Ham    |    19
 Mia    | Eggs   |   583
 Boo    | Ham    |   544
 Dan    | Ice    |   370
 Dan    | Cherry |   507
 Helen  | Ham    |   216
 Emily  | Cherry |   703
 Helen  | Butter |    56
 Boo    | Grapes |   470
 Dan    | Jelly  |   133
 Emily  | Apple  |    80
 Emily  | Eggs   |   610
 Helen  | Ice    |   147
 Claire | Butter |   665
 Sam    | Apple  |   198
 Wally  | Fish   |   775
 Wally  | Apple  |   190
 Dan    | Eggs   |   668
 Helen  | Fish   |   649
 Chae   | Jelly  |   346
 Sam    | Fish   |   168
 Sam    | Ice    |   794
 Claire | Apple  |   389
 Boo    | Ice    |   987
 Helen  | Cherry |   696
 Wally  | Fish   |   914
 Sam    | Ice    |   102
 Emily  | Fish   |   572
 Claire | Butter |   905
 Chae   | Dates  |   270
 Chae   | Fish   |   864
 Claire | Butter |   821
 Helen  | Jelly  |   595
 Dan    | Cherry |   228
 Wally  | Eggs   |   177
 Mia    | Jelly  |   249
 Emily  | Fish   |   191
 Sam    | Eggs   |   332
 Boo    | Apple  |   525
 Sam    | Dates  |   957
 Dan    | Eggs   |    78
 Helen  | Apple  |   192
 Wally  | Ham    |   731
 Wally  | Butter |   754
 Claire | Fish   |    62
 Boo    | Ham    |   405
 Boo    | Fish   |    18
 Emily  | Cherry |   594
 Sam    | Cherry |   450
 Sam    | Ham    |    15
 Sam    | Grapes |   250
 Claire | Jelly  |   665
 Dan    | Ham    |    65
 Boo    | Eggs   |   415
 Helen  | Ice    |   514
 Chae   | Ham    |   920
 Chae   | Grapes |   100
 Claire | Butter |   115
 Mia    | Grapes |   274
 Boo    | Fish   |   370
 Helen  | Apple  |   638
 Emily  | Cherry |   642
 Helen  | Eggs   |   933
 Emily  | Eggs   |   503
 Boo    | Dates  |   580
 Mia    | Apple  |    62
 Helen  | Grapes |   937
 Boo    | Cherry |    61
 Mia    | Fish   |   480
 Helen  | Ham    |   117
 Claire | Ham    |   386
 Boo    | Eggs   |   490
 Sam    | Ham    |   895
 Sam    | Butter |   958
 Sam    | Jelly  |   117
 Sam    | Eggs   |   910
 Sam    | Fish   |   646
 Wally  | Dates  |   304
 Wally  | Ice    |   360
 Mia    | Dates  |   421
 Mia    | Dates  |   100
 Claire | Eggs   |    23
 Emily  | Grapes |   174
 Chae   | Dates  |   420
 Dan    | Grapes |   465
 Mia    | Apple  |   392
 Chae   | Grapes |    62
 Mia    | Ice    |   137
 Emily  | Ham    |    26
 Mia    | Butter |   330
 Claire | Fish   |   646
 Chae   | Ham    |   392
 Sam    | Jelly  |   889
 Mia    | Apple  |   345
 Helen  | Fish   |   930
 Sam    | Ice    |   239
 Dan    | Grapes |   732
 Claire | Butter |   609
 Helen  | Cherry |   390
 Dan    | Apple  |    34
 Boo    | Grapes |   707
 Emily  | Ham    |   695
 Boo    | Cherry |   232
 Mia    | Fish   |   770
 Sam    | Eggs   |   815
 Wally  | Cherry |   894
 Emily  | Fish   |   872
 Mia    | Ham    |   170
 Emily  | Ice    |   195
 Sam    | Ice    |    73
 Claire | Apple  |    50
 Mia    | Jelly  |   837
 Boo    | Butter |   119
 Boo    | Butter |   301
 Chae   | Cherry |   603
 Emily  | Dates  |   317
 Mia    | Eggs   |   877
 Emily  | Jelly  |    93
 Helen  | Ice    |   262
 Boo    | Eggs   |   322
 Emily  | Jelly  |   189
 Emily  | Fish   |   321
 Sam    | Ice    |   482
 Mia    | Cherry |   256
 Boo    | Dates  |   383
 Boo    | Butter |   363
 Helen  | Ham    |   262
 Claire | Ham    |   187
 Sam    | Ice    |   486
 Mia    | Grapes |   749
 Mia    | Cherry |   458
 Chae   | Grapes |   988
 Claire | Eggs   |   658
 Helen  | Ham    |   181
 Sam    | Ham    |   551
 Wally  | Butter |   479
 Dan    | Grapes |   420
 Emily  | Fish   |   786
 Wally  | Dates  |   244
 Emily  | Jelly  |   925
 Mia    | Fish   |   179
 Boo    | Fish   |   712
 Sam    | Apple  |   701
 Emily  | Cherry |   633
 Emily  | Eggs   |   189
 Chae   | Fish   |   464
 Wally  | Butter |   205
 Boo    | Apple  |   739
 Helen  | Eggs   |    64
 Claire | Cherry |   755
 Mia    | Ham    |   745
 Boo    | Apple  |   148
 Boo    | Ham    |   290
 Sam    | Dates  |   639
 Mia    | Dates  |   870
 Chae   | Ice    |   652
 Mia    | Dates  |   544
 Chae   | Dates  |   782
 Sam    | Apple  |    28
 Helen  | Jelly  |   825
 Emily  | Fish   |   472
 Dan    | Butter |   561
 Dan    | Apple  |   531
 Sam    | Fish   |   771
 Helen  | Apple  |    41
 Chae   | Grapes |   741
 Emily  | Ham    |   682
 Emily  | Cherry |   483
 Dan    | Jelly  |   261
 Emily  | Ice    |   141
 Dan    | Butter |   804
 Emily  | Apple  |   760
 Sam    | Apple  |    87
 Wally  | Butter |   142
 Helen  | Dates  |   299
 Wally  | Eggs   |   184
 Sam    | Grapes |   778
 Mia    | Apple  |    40
 Emily  | Eggs   |   963
 Mia    | Jelly  |   288
 Boo    | Ham    |   692
 Chae   | Ice    |   682
 Wally  | Dates  |   605
 Sam    | Ice    |   160
 Chae   | Grapes |   748
 Wally  | Jelly  |   848
 Chae   | Butter |   938
 Wally  | Ham    |   651
 Mia    | Jelly  |   343
 Mia    | Eggs   |   752
 Claire | Grapes |   555
 Sam    | Ham    |   869
 Mia    | Cherry |   215
 Sam    | Fish   |   906
 Claire | Ice    |   457
 Emily  | Eggs   |    42
 Claire | Jelly  |   878
 Helen  | Ice    |   707
 Mia    | Ham    |   919
 Wally  | Cherry |   533
 Dan    | Apple  |   899
 Dan    | Ice    |   515
 Dan    | Eggs   |   933
 Wally  | Fish   |   739
 Emily  | Apple  |   641
 Claire | Eggs   |   462
 Emily  | Jelly  |   827
 Wally  | Dates  |   548
 Mia    | Grapes |   659
 Mia    | Eggs   |   433
 Boo    | Eggs   |   149
 Helen  | Grapes |   798
 Chae   | Butter |   152
 Chae   | Butter |    77
 Chae   | Eggs   |   706
 Boo    | Cherry |   936
 Wally  | Ham    |   714
 Wally  | Butter |   951
 Dan    | Eggs   |    35
 Dan    | Ham    |   663
 Emily  | Butter |   718
 Emily  | Jelly  |   118
 Dan    | Fish   |   817
 Mia    | Butter |   244
 Emily  | Cherry |   203
 Sam    | Butter |   794
 Boo    | Grapes |   868
 Dan    | Apple  |   435
 Dan    | Dates  |   463
 Boo    | Ice    |   597
 Wally  | Jelly  |   673
 Sam    | Ham    |   890
 Helen  | Butter |   713
 Dan    | Ham    |   431
 Helen  | Dates  |   190
 Sam    | Eggs   |   100
 Chae   | Eggs   |   197
 Wally  | Fish   |   974
 Emily  | Apple  |   969
 Claire | Ice    |   767
 Boo    | Apple  |   644
 Mia    | Cherry |   690
 Emily  | Dates  |   901
 Wally  | Eggs   |   324
 Sam    | Ice    |   663
 Chae   | Dates  |   503
 Claire | Cherry |   677
 Dan    | Jelly  |   202
 Emily  | Apple  |   455
 Sam    | Fish   |   682
 Mia    | Apple  |   745
 Wally  | Butter |   326
 Claire | Ham    |   705
 Chae   | Fish   |   423
 Wally  | Apple  |   276
 Chae   | Cherry |    87
 Wally  | Jelly  |   130
 Sam    | Jelly  |   832
 Dan    | Ice    |   644
 Boo    | Ice    |    90
 Emily  | Apple  |   139
 Mia    | Butter |   977
 Chae   | Eggs   |    97
 Helen  | Eggs   |     1
 Dan    | Grapes |   775
 Emily  | Ham    |   898
 Chae   | Butter |   233
 Emily  | Fish   |   111
 Dan    | Ham    |   122
 Mia    | Apple  |   822
 Boo    | Eggs   |   223
 Emily  | Eggs   |   421
 Sam    | Fish   |   609
 Sam    | Jelly  |   807
 Emily  | Butter |   847
 Boo    | Eggs   |   148
 Sam    | Dates  |   742
 Mia    | Jelly  |   541
 Boo    | Cherry |   997
 Claire | Ham    |   721
 Claire | Dates  |   704
 Helen  | Jelly  |     3
 Emily  | Dates  |   899
 Claire | Apple  |   727
 Wally  | Apple  |    36
 Helen  | Grapes |   886
 Sam    | Apple  |   661
 Helen  | Jelly  |   131
 Chae   | Apple  |   300
 Claire | Jelly  |   516
 Chae   | Dates  |   580
 Emily  | Ham    |   387
 Helen  | Eggs   |   246
 Helen  | Ice    |   303
 Emily  | Eggs   |   368
 Wally  | Ice    |   586
 Sam    | Ice    |   656
 Chae   | Ham    |   163
 Wally  | Grapes |   741
 Emily  | Dates  |   624
 Boo    | Eggs   |   173
 Claire | Dates  |   323
 Chae   | Apple  |   893
 Sam    | Jelly  |   448
 Claire | Jelly  |    15
 Emily  | Cherry |   327
 Emily  | Dates  |   315
 Helen  | Apple  |   406
 Emily  | Apple  |   463
 Claire | Grapes |   343
 Chae   | Apple  |   894
 Emily  | Apple  |   403
 Sam    | Butter |   859
 Helen  | Eggs   |   770
 Mia    | Apple  |   136
 Boo    | Dates  |   184
 Chae   | Cherry |   289
 Claire | Grapes |   899
 Emily  | Butter |   803
 Helen  | Fish   |   423
 Mia    | Ham    |   937
 Claire | Cherry |   395
 Chae   | Cherry |   929
 Helen  | Butter |   467
 Sam    | Dates  |   906
 Chae   | Ice    |    73
 Helen  | Ice    |   725
 Dan    | Dates  |   971
 Sam    | Dates  |   763
 Dan    | Cherry |   596
 Claire | Ice    |   869
 Emily  | Grapes |   188
 Wally  | Fish   |   947
 Claire | Fish   |   186
 Mia    | Eggs   |   882
 Helen  | Ice    |   780
 Mia    | Jelly  |   269
 Helen  | Apple  |   714
 Boo    | Cherry |   320
 Wally  | Jelly  |   420
 Mia    | Apple  |   746
 Chae   | Dates  |   461
 Dan    | Cherry |     1
 Mia    | Butter |   618
 Dan    | Cherry |   444
 Helen  | Ice    |   876
 Wally  | Ice    |   689
 Sam    | Jelly  |   711
 Sam    | Dates  |     4
 Sam    | Grapes |   337
 Chae   | Apple  |   434
 Claire | Butter |   881
 Claire | Eggs   |   249
 Sam    | Jelly  |   440
 Mia    | Butter |   922
 Wally  | Grapes |   583
 Boo    | Dates  |   663
 Mia    | Ice    |    56
 Wally  | Ice    |   677
 Claire | Ice    |   565
 Emily  | Eggs   |   314
 Mia    | Ice    |   855
 Claire | Fish   |   865
 Helen  | Cherry |   327
 Sam    | Eggs   |   897
 Helen  | Dates  |   937
 Boo    | Eggs   |   102
 Chae   | Cherry |   993
 Helen  | Fish   |   169
 Mia    | Eggs   |    79
 Mia    | Jelly  |   277
 Chae   | Butter |   238
 Dan    | Cherry |   151
 Sam    | Dates  |   251
 Boo    | Butter |   688
 Sam    | Fish   |   875
 Wally  | Jelly  |   516
 Sam    | Ice    |   148
 Helen  | Cherry |   927
 Sam    | Ice    |   510
 Helen  | Fish   |   331
 Dan    | Ice    |   548
 Chae   | Ice    |   562
 Mia    | Apple  |   719
 Chae   | Butter |   662
 Dan    | Butter |   874
 Boo    | Fish   |   392
 Chae   | Fish   |    90
 Emily  | Apple  |   392
 Chae   | Fish   |   846
 Sam    | Jelly  |   591
 Mia    | Fish   |    38
 Claire | Eggs   |    87
 Wally  | Jelly  |   453
 Sam    | Cherry |   788
 Sam    | Fish   |   122
 Wally  | Jelly  |   602
 Mia    | Jelly  |   173
 Mia    | Fish   |   437
 Chae   | Dates  |   697
 Boo    | Butter |   904
 Chae   | Dates  |   777
 Dan    | Eggs   |   161
 Chae   | Dates  |   717
 Mia    | Ham    |   645
 Dan    | Cherry |   599
 Helen  | Butter |   810
 Dan    | Ice    |   900
 Boo    | Dates  |   503
 Helen  | Fish   |   936
 Chae   | Ice    |    75
 Boo    | Fish   |   899
 Wally  | Ice    |   254
 Helen  | Eggs   |   651
 Dan    | Dates  |    97
 Sam    | Dates  |   162
 Wally  | Fish   |   300
 Sam    | Cherry |   102
 Boo    | Grapes |   472
 Boo    | Butter |   288
 Chae   | Eggs   |    44
 Emily  | Ice    |   473
 Emily  | Jelly  |   120
 Boo    | Apple  |   318
 Boo    | Butter |   175
 Emily  | Dates  |   337
 Sam    | Ice    |   280
 Claire | Eggs   |   720
 Chae   | Eggs   |   952
 Sam    | Butter |   854
 Chae   | Eggs   |   720
 Dan    | Ham    |   386
 Wally  | Dates  |   846
 Dan    | Fish   |    67
 Boo    | Ham    |   976
 Boo    | Butter |   520
 Sam    | Dates  |     1
 Dan    | Apple  |   265
 Dan    | Apple  |   155
 Emily  | Dates  |    13
 Claire | Ham    |   152
 Dan    | Jelly  |   180
 Helen  | Ice    |   845
 Chae   | Grapes |   318
 Dan    | Eggs   |    71
 Dan    | Apple  |   421
 Emily  | Ham    |   217
 Sam    | Dates  |   852
 Mia    | Jelly  |   601
 Helen  | Dates  |    54
 Mia    | Grapes |   386
 Emily  | Ham    |   186
 Claire | Eggs   |   627
 Helen  | Jelly  |   312
 Boo    | Dates  |   835
 Sam    | Apple  |    87
 Mia    | Cherry |   731
 Chae   | Jelly  |   992
 Mia    | Apple  |   156
 Claire | Jelly  |   693
 Mia    | Dates  |   987
 Wally  | Eggs   |   934
 Dan    | Grapes |    12
 Chae   | Grapes |   434
 Emily  | Ice    |    27
 Dan    | Fish   |   211
 Helen  | Apple  |   645
 Emily  | Eggs   |   765
 Chae   | Jelly  |    47
 Wally  | Dates  |    84
 Sam    | Ice    |   928
 Wally  | Cherry |   123
 Claire | Apple  |   925
 Sam    | Ice    |   446
 Sam    | Dates  |   110
 Sam    | Cherry |   674
 Emily  | Dates  |   827
 Boo    | Eggs   |    15
 Emily  | Dates  |   995
 Helen  | Jelly  |   735
 Claire | Dates  |   814
 Helen  | Grapes |   361
 Chae   | Cherry |    60
 Claire | Ice    |   818
 Boo    | Fish   |    85
 Claire | Ham    |   329
 Claire | Dates  |   146
 Mia    | Butter |    94
 Helen  | Cherry |   210
 Chae   | Ice    |   179
 Sam    | Grapes |   585
 Wally  | Jelly  |   882
 Claire | Dates  |   702
 Mia    | Eggs   |   344
 Helen  | Butter |   497
 Boo    | Jelly  |   167
 Claire | Jelly  |   654
 Claire | Ice    |   954
 Sam    | Cherry |   592
 Helen  | Ham    |   777
 Wally  | Cherry |   835
 Claire | Butter |   938
 Dan    | Ice    |   859
 Emily  | Cherry |   163
 Boo    | Dates  |   945
